ID_Engajamento,ID_Cliente,Data_Engajamento,Tipo_Engajamento,Rede_Social
2639,75358,2022-10-20,curtida,Instagram
2640,176954,2024-03-31,curtida,Instagram
2641,163962,2023-04-16,curtida,Instagram
2642,59939,2023-09-20,comentario,Twitter
2643,33140,2023-10-06,compartilhamento,Twitter
2644,133060,2023-07-24,compartilhamento,Facebook
2645,287395,2023-12-19,curtida,Twitter
2646,175243,2023-06-18,comentario,Facebook
2647,232495,2024-05-08,curtida,Twitter
2648,7973,2023-10-06,compartilhamento,Instagram
2649,137994,2023-08-11,curtida,Instagram
2650,206937,2023-05-17,compartilhamento,Twitter
2651,92854,2023-08-18,comentario,Twitter
2652,273213,2022-11-09,comentario,Twitter
2653,111681,2024-05-18,comentario,Twitter
2654,233377,2023-10-29,comentario,Twitter
2655,146876,2023-02-11,curtida,Facebook
2656,149000,2023-07-20,compartilhamento,Twitter
2657,106300,2023-02-11,compartilhamento,Facebook
2658,202545,2024-06-04,curtida,Instagram
2659,63726,2024-01-25,comentario,Twitter
2660,295061,2023-02-23,curtida,Instagram
2661,139717,2024-06-14,comentario,Facebook
2662,13060,2023-04-09,curtida,Twitter
2663,141854,2024-03-20,comentario,Twitter
2664,21301,2023-03-28,curtida,Facebook
2665,128567,2023-08-01,compartilhamento,Facebook
2666,166227,2024-03-11,curtida,Twitter
2667,194445,2023-03-27,compartilhamento,Twitter
2668,225257,2024-05-16,curtida,Instagram
2669,225288,2023-03-20,comentario,Facebook
2670,262550,2023-01-31,comentario,Twitter
2671,183138,2023-05-23,compartilhamento,Instagram
2672,87183,2024-05-22,comentario,Facebook
2673,221585,2022-09-21,comentario,Instagram
2674,83734,2024-06-07,compartilhamento,Twitter
2675,50905,2024-04-01,compartilhamento,Twitter
2676,179181,2023-01-12,curtida,Instagram
2677,39538,2022-08-19,curtida,Instagram
2678,232445,2024-03-17,curtida,Instagram
2679,222234,2023-12-28,comentario,Twitter
2680,128410,2024-03-08,curtida,Twitter
2681,179639,2024-06-07,comentario,Facebook
2682,280738,2023-11-23,curtida,Instagram
2683,294947,2024-01-02,curtida,Facebook
2684,15375,2024-02-25,compartilhamento,Instagram
2685,143411,2023-07-15,curtida,Twitter
2686,112356,2023-11-19,compartilhamento,Facebook
2687,99326,2024-04-25,curtida,Twitter
2688,155320,2023-06-02,comentario,Twitter
2689,172338,2023-05-05,comentario,Instagram
2690,200648,2023-08-25,compartilhamento,Instagram
2691,225510,2023-03-11,compartilhamento,Twitter
2692,162790,2023-02-17,comentario,Twitter
2693,143201,2024-04-13,comentario,Facebook
2694,169562,2023-11-10,compartilhamento,Twitter
2695,123184,2024-03-29,comentario,Facebook
2696,299352,2023-07-06,comentario,Instagram
2697,260077,2023-11-04,comentario,Twitter
2698,258560,2024-05-30,curtida,Instagram
2699,240261,2024-06-16,comentario,Facebook
2700,208579,2023-01-27,compartilhamento,Twitter
2701,131170,2024-05-10,comentario,Instagram
2702,10365,2023-06-09,compartilhamento,Facebook
2703,101206,2023-04-26,comentario,Twitter
2704,50894,2023-03-28,comentario,Instagram
2705,9580,2024-02-18,curtida,Instagram
2706,279218,2024-04-18,curtida,Instagram
2707,181607,2023-11-22,comentario,Facebook
2708,80403,2022-05-09,curtida,Instagram
2709,86718,2024-01-01,compartilhamento,Facebook
2710,232652,2024-04-10,comentario,Instagram
2711,95155,2024-01-05,comentario,Facebook
2712,68298,2022-04-20,compartilhamento,Facebook
2713,178621,2023-09-14,curtida,Facebook
2714,285793,2023-01-10,comentario,Twitter
2715,95758,2024-05-30,comentario,Instagram
2716,135244,2022-12-20,comentario,Instagram
2717,269166,2023-11-12,comentario,Facebook
2718,270527,2023-07-08,compartilhamento,Instagram
2719,241201,2022-01-02,curtida,Twitter
2720,158651,2024-03-18,comentario,Facebook
2721,132355,2022-06-23,compartilhamento,Facebook
2722,136516,2023-08-21,compartilhamento,Twitter
2723,14977,2024-04-08,comentario,Facebook
2724,29247,2022-08-26,comentario,Instagram
2725,233504,2024-05-29,compartilhamento,Twitter
2726,24337,2024-05-16,curtida,Instagram
2727,135864,2024-03-29,curtida,Twitter
2728,176134,2024-01-10,compartilhamento,Instagram
2729,285052,2023-12-08,comentario,Facebook
2730,183874,2022-12-02,compartilhamento,Instagram
2731,195329,2023-09-15,curtida,Twitter
2732,271035,2021-12-02,comentario,Facebook
2733,223834,2024-04-19,compartilhamento,Facebook
2734,106994,2023-03-22,comentario,Instagram
2735,186677,2023-06-20,compartilhamento,Facebook
2736,245829,2024-04-10,comentario,Instagram
2737,271390,2022-11-19,compartilhamento,Instagram
2738,296304,2024-04-28,comentario,Twitter
2739,103508,2024-02-12,comentario,Facebook
2740,131545,2023-10-04,curtida,Instagram
2741,68212,2023-12-30,comentario,Facebook
2742,11433,2023-01-19,comentario,Instagram
2743,231238,2024-05-16,comentario,Instagram
2744,10621,2023-05-02,comentario,Facebook
2745,131854,2022-08-20,curtida,Facebook
2746,47801,2024-02-03,curtida,Twitter
2747,270933,2023-07-01,comentario,Instagram
2748,43147,2023-01-03,compartilhamento,Facebook
2749,185108,2023-09-11,curtida,Instagram
2750,868,2022-12-20,comentario,Twitter
2751,1085,2024-03-12,curtida,Facebook
2752,276264,2023-09-10,compartilhamento,Facebook
2753,5823,2023-06-07,comentario,Instagram
2754,274913,2023-05-20,comentario,Instagram
2755,13519,2024-05-18,compartilhamento,Instagram
2756,189143,2023-04-19,curtida,Facebook
2757,194575,2023-10-31,comentario,Facebook
2758,236992,2023-06-07,compartilhamento,Facebook
2759,255680,2024-01-28,compartilhamento,Twitter
2760,166301,2022-05-04,compartilhamento,Instagram
2761,130560,2023-02-20,compartilhamento,Twitter
2762,292883,2024-04-02,comentario,Instagram
2763,211890,2023-04-22,comentario,Twitter
2764,227590,2024-06-12,comentario,Facebook
2765,92315,2022-06-25,compartilhamento,Instagram
2766,95425,2024-01-19,curtida,Facebook
2767,111768,2023-08-19,comentario,Instagram
2768,187158,2022-07-12,comentario,Facebook
2769,135136,2023-11-09,comentario,Instagram
2770,289708,2024-02-09,comentario,Twitter
2771,8056,2024-02-01,compartilhamento,Instagram
2772,78113,2022-10-04,compartilhamento,Twitter
2773,254985,2023-05-12,curtida,Twitter
2774,31347,2023-03-17,comentario,Twitter
2775,234767,2024-04-19,comentario,Twitter
2776,46439,2024-06-14,comentario,Instagram
2777,103707,2024-04-05,curtida,Twitter
2778,35031,2023-10-04,compartilhamento,Facebook
2779,224322,2023-09-27,compartilhamento,Facebook
2780,11695,2024-05-18,compartilhamento,Facebook
2781,39094,2023-10-23,comentario,Facebook
2782,144072,2023-10-01,curtida,Instagram
2783,213962,2024-03-25,compartilhamento,Facebook
2784,139832,2023-01-14,curtida,Twitter
2785,178886,2024-01-08,compartilhamento,Twitter
2786,252359,2024-05-17,curtida,Instagram
2787,251481,2023-08-20,compartilhamento,Instagram
2788,72612,2022-09-04,compartilhamento,Instagram
2789,234765,2022-10-21,comentario,Facebook
2790,231512,2024-03-02,compartilhamento,Twitter
2791,89490,2023-12-26,comentario,Instagram
2792,7893,2024-04-26,compartilhamento,Instagram
2793,281070,2024-04-22,comentario,Facebook
2794,142181,2022-11-08,compartilhamento,Twitter
2795,39715,2023-03-07,curtida,Twitter
2796,19676,2023-09-06,comentario,Instagram
2797,225669,2024-04-19,comentario,Facebook
2798,20449,2023-12-05,compartilhamento,Facebook
2799,87671,2023-09-13,curtida,Facebook
2800,32817,2024-06-02,compartilhamento,Twitter
2801,163665,2024-01-19,comentario,Instagram
2802,132975,2024-01-17,compartilhamento,Instagram
2803,105308,2024-04-03,compartilhamento,Twitter
2804,46475,2023-05-11,comentario,Twitter
2805,160645,2023-12-29,curtida,Instagram
2806,18580,2023-05-30,compartilhamento,Facebook
2807,127438,2024-04-13,comentario,Facebook
2808,229306,2022-12-21,compartilhamento,Twitter
2809,166025,2024-05-31,comentario,Twitter
2810,257839,2022-05-18,comentario,Twitter
2811,230467,2023-06-13,curtida,Instagram
2812,110060,2023-05-19,compartilhamento,Facebook
2813,88456,2024-06-07,comentario,Facebook
2814,110028,2024-03-11,compartilhamento,Facebook
2815,60852,2023-06-08,compartilhamento,Facebook
2816,36701,2024-06-05,compartilhamento,Twitter
2817,16599,2024-05-31,compartilhamento,Instagram
2818,107137,2023-09-13,compartilhamento,Facebook
2819,23266,2024-03-09,compartilhamento,Instagram
2820,192945,2021-11-23,compartilhamento,Facebook
2821,120371,2023-08-28,compartilhamento,Instagram
2822,235480,2022-07-03,curtida,Twitter
2823,163847,2024-03-29,curtida,Instagram
2824,96720,2023-10-06,compartilhamento,Twitter
2825,166132,2022-08-08,curtida,Facebook
2826,134104,2023-11-09,compartilhamento,Twitter
2827,125707,2024-04-05,curtida,Facebook
2828,246357,2024-01-11,curtida,Instagram
2829,77199,2023-11-26,curtida,Twitter
2830,95679,2024-02-21,compartilhamento,Facebook
2831,40899,2024-05-07,comentario,Instagram
2832,12487,2022-02-09,comentario,Twitter
2833,166450,2023-07-04,compartilhamento,Instagram
2834,269803,2024-04-18,compartilhamento,Instagram
2835,95994,2024-03-11,curtida,Instagram
2836,297673,2024-05-01,comentario,Twitter
2837,169275,2023-11-24,comentario,Facebook
2838,73001,2024-04-08,compartilhamento,Facebook
2839,272222,2023-12-28,curtida,Facebook
2840,269822,2021-11-24,curtida,Facebook
2841,191954,2024-06-15,compartilhamento,Facebook
2842,129913,2024-03-19,comentario,Instagram
2843,280340,2023-01-22,curtida,Facebook
2844,138328,2022-09-28,comentario,Twitter
2845,250296,2023-12-01,curtida,Instagram
2846,267406,2024-02-05,curtida,Instagram
2847,79229,2024-06-03,curtida,Twitter
2848,52806,2024-04-25,comentario,Twitter
2849,247865,2023-05-07,comentario,Twitter
2850,234028,2023-04-29,comentario,Facebook
2851,5260,2024-05-08,curtida,Facebook
2852,21217,2023-09-15,curtida,Facebook
2853,88998,2024-05-24,comentario,Instagram
2854,235412,2024-02-11,curtida,Facebook
2855,36137,2022-12-03,curtida,Facebook
2856,149085,2023-10-30,comentario,Twitter
2857,249004,2023-03-06,curtida,Instagram
2858,197126,2024-06-03,compartilhamento,Instagram
2859,133309,2024-05-28,comentario,Instagram
2860,177301,2024-06-07,curtida,Twitter
2861,68941,2024-04-15,curtida,Twitter
2862,277536,2024-05-27,compartilhamento,Facebook
2863,268744,2023-09-23,comentario,Twitter
2864,258581,2023-02-11,curtida,Instagram
2865,126395,2022-07-10,compartilhamento,Instagram
2866,39454,2023-02-08,compartilhamento,Instagram
2867,4620,2023-10-06,compartilhamento,Facebook
2868,175442,2024-02-16,curtida,Facebook
2869,31035,2024-02-05,compartilhamento,Facebook
2870,255604,2022-03-11,curtida,Twitter
2871,144286,2024-01-26,compartilhamento,Instagram
2872,142629,2024-04-10,compartilhamento,Instagram
2873,292958,2023-08-31,comentario,Facebook
2874,297577,2024-03-03,curtida,Twitter
2875,229320,2023-02-03,curtida,Twitter
2876,19470,2023-05-27,curtida,Instagram
2877,87056,2022-12-25,curtida,Facebook
2878,294276,2023-10-17,compartilhamento,Facebook
2879,181186,2024-02-07,curtida,Twitter
2880,201506,2023-11-08,curtida,Facebook
2881,164270,2023-04-06,compartilhamento,Twitter
2882,150972,2023-05-27,comentario,Twitter
2883,101883,2021-11-28,compartilhamento,Twitter
2884,272602,2024-02-11,comentario,Facebook
2885,188140,2022-02-09,curtida,Facebook
2886,199491,2022-06-26,compartilhamento,Twitter
2887,201217,2023-08-18,compartilhamento,Twitter
2888,221985,2024-04-18,compartilhamento,Instagram
2889,174556,2023-05-23,comentario,Twitter
2890,15012,2023-02-07,comentario,Instagram
2891,6776,2022-12-30,curtida,Facebook
2892,79139,2024-05-09,comentario,Twitter
2893,130162,2023-07-16,compartilhamento,Twitter
2894,274537,2021-11-07,compartilhamento,Twitter
2895,78234,2021-12-31,compartilhamento,Instagram
2896,164052,2022-03-31,comentario,Twitter
2897,47449,2023-09-17,curtida,Instagram
2898,23839,2022-02-09,comentario,Facebook
2899,217042,2024-04-10,curtida,Instagram
2900,37081,2023-12-01,curtida,Twitter
2901,266167,2023-05-30,comentario,Facebook
2902,18628,2024-01-20,comentario,Facebook
2903,13571,2024-02-18,curtida,Facebook
2904,36098,2024-04-21,curtida,Facebook
2905,181177,2024-05-04,curtida,Facebook
2906,261203,2023-03-12,curtida,Twitter
2907,74711,2023-09-19,comentario,Instagram
2908,96534,2024-05-18,comentario,Twitter
2909,181482,2023-09-04,curtida,Instagram
2910,277067,2023-04-04,curtida,Twitter
2911,223501,2024-05-12,comentario,Instagram
2912,128955,2022-06-10,comentario,Facebook
2913,144628,2023-10-27,comentario,Twitter
2914,14507,2024-02-01,compartilhamento,Twitter
2915,274691,2024-03-20,compartilhamento,Twitter
2916,272227,2023-11-19,compartilhamento,Facebook
2917,13148,2024-06-14,curtida,Facebook
2918,142812,2024-04-23,comentario,Instagram
2919,139789,2024-06-06,curtida,Instagram
2920,195120,2023-04-26,comentario,Instagram
2921,12118,2024-02-08,compartilhamento,Instagram
2922,38417,2023-09-30,compartilhamento,Instagram
2923,144712,2024-05-19,curtida,Facebook
2924,265904,2024-04-05,compartilhamento,Twitter
2925,271738,2024-02-25,compartilhamento,Instagram
2926,97576,2024-03-23,curtida,Instagram
2927,17303,2023-05-12,comentario,Instagram
2928,186180,2022-09-18,compartilhamento,Instagram
2929,207818,2024-04-13,compartilhamento,Twitter
2930,249650,2023-09-11,comentario,Facebook
2931,55723,2023-06-14,curtida,Facebook
2932,228436,2022-08-26,comentario,Twitter
2933,37013,2022-09-24,compartilhamento,Facebook
2934,73965,2024-05-23,compartilhamento,Twitter
2935,229411,2023-10-21,curtida,Facebook
2936,132215,2022-08-22,comentario,Facebook
2937,56347,2023-05-31,curtida,Instagram
2938,25028,2024-04-30,curtida,Twitter
2939,3970,2024-05-08,comentario,Twitter
2940,258011,2024-04-15,curtida,Twitter
2941,97987,2024-03-08,curtida,Facebook
2942,230092,2024-01-22,comentario,Instagram
2943,187276,2023-03-27,curtida,Facebook
2944,237638,2024-05-27,comentario,Facebook
2945,277113,2022-08-09,comentario,Instagram
2946,28656,2024-01-16,compartilhamento,Facebook
2947,273624,2024-03-05,curtida,Facebook
2948,52496,2023-11-12,compartilhamento,Facebook
2949,181469,2024-03-09,compartilhamento,Facebook
2950,233266,2023-09-20,compartilhamento,Facebook
2951,36273,2023-05-19,comentario,Twitter
2952,62723,2023-10-23,compartilhamento,Twitter
2953,73793,2023-02-28,curtida,Facebook
2954,167131,2023-12-31,curtida,Instagram
2955,210453,2022-05-24,curtida,Instagram
2956,213849,2024-05-25,curtida,Twitter
2957,167210,2023-11-06,curtida,Facebook
2958,69904,2021-09-24,compartilhamento,Facebook
2959,184591,2024-05-13,curtida,Facebook
2960,234295,2024-03-09,comentario,Instagram
2961,221780,2023-11-28,curtida,Instagram
2962,239018,2023-04-21,comentario,Twitter
2963,38672,2024-06-06,comentario,Instagram
2964,11869,2021-10-30,comentario,Twitter
2965,224169,2024-03-15,compartilhamento,Instagram
2966,189411,2023-12-11,compartilhamento,Instagram
2967,65932,2023-08-10,compartilhamento,Twitter
2968,120513,2023-09-13,curtida,Instagram
2969,100275,2024-02-08,compartilhamento,Facebook
2970,178678,2023-12-14,comentario,Twitter
2971,10864,2024-05-29,compartilhamento,Instagram
2972,106253,2024-06-03,curtida,Facebook
2973,133922,2024-01-31,comentario,Facebook
2974,20943,2024-04-23,curtida,Twitter
2975,140334,2024-05-08,curtida,Instagram
2976,524,2024-03-20,comentario,Twitter
2977,112164,2023-04-13,compartilhamento,Instagram
2978,279310,2024-02-09,comentario,Instagram
2979,192671,2022-03-07,curtida,Facebook
2980,79128,2024-04-01,curtida,Twitter
2981,76792,2023-11-05,curtida,Instagram
2982,126508,2024-01-08,comentario,Instagram
2983,232542,2022-06-08,comentario,Facebook
2984,180107,2024-06-13,comentario,Twitter
2985,248569,2024-04-27,curtida,Facebook
2986,223128,2023-10-18,curtida,Instagram
2987,182085,2023-10-26,comentario,Facebook
2988,246261,2023-12-16,comentario,Instagram
2989,281157,2022-10-05,compartilhamento,Instagram
2990,16269,2023-04-06,curtida,Instagram
2991,159818,2023-07-21,comentario,Facebook
2992,46619,2024-01-31,curtida,Twitter
2993,258579,2023-07-21,curtida,Facebook
2994,276783,2024-04-25,compartilhamento,Instagram
2995,215497,2022-11-12,compartilhamento,Instagram
2996,253330,2022-05-02,comentario,Facebook
2997,200280,2024-03-01,curtida,Instagram
2998,110989,2023-12-04,comentario,Instagram
2999,11238,2023-11-18,comentario,Twitter
3000,266908,2024-05-16,comentario,Twitter
3001,57164,2023-10-12,compartilhamento,Instagram
3002,171582,2023-06-23,compartilhamento,Twitter
3003,218258,2023-11-06,comentario,Facebook
3004,108645,2024-01-13,curtida,Twitter
3005,131102,2023-07-03,curtida,Twitter
3006,242782,2024-04-12,compartilhamento,Instagram
3007,288398,2024-05-14,curtida,Facebook
3008,67967,2022-02-23,compartilhamento,Instagram
3009,53679,2022-08-02,comentario,Twitter
3010,111232,2023-11-23,comentario,Instagram
3011,20651,2024-04-18,curtida,Facebook
3012,7134,2023-05-24,compartilhamento,Facebook
3013,273042,2024-04-28,compartilhamento,Twitter
3014,65692,2023-12-19,compartilhamento,Instagram
3015,134856,2023-09-28,compartilhamento,Instagram
3016,290370,2023-07-27,curtida,Facebook
3017,199996,2023-02-22,compartilhamento,Instagram
3018,234384,2022-10-12,curtida,Facebook
3019,272577,2024-01-14,comentario,Instagram
3020,255,2024-04-25,compartilhamento,Facebook
3021,224086,2023-11-03,comentario,Instagram
3022,90916,2023-01-25,compartilhamento,Instagram
3023,96118,2024-06-11,curtida,Instagram
3024,264898,2023-06-18,compartilhamento,Instagram
3025,4535,2022-08-29,comentario,Facebook
3026,269245,2023-09-24,comentario,Twitter
3027,177730,2024-03-29,curtida,Instagram
3028,6456,2023-06-05,comentario,Facebook
3029,255673,2023-11-10,compartilhamento,Facebook
3030,96134,2024-04-27,curtida,Facebook
3031,90699,2023-11-11,compartilhamento,Instagram
3032,35457,2024-04-10,curtida,Facebook
3033,13778,2023-10-16,compartilhamento,Instagram
3034,156169,2023-09-24,curtida,Twitter
3035,15866,2023-10-28,compartilhamento,Facebook
3036,181277,2023-11-16,curtida,Instagram
3037,84033,2024-04-08,compartilhamento,Facebook
3038,171620,2022-05-25,curtida,Twitter
3039,190829,2024-05-05,comentario,Instagram
3040,289653,2024-03-23,comentario,Facebook
3041,51727,2022-08-06,curtida,Facebook
3042,29911,2024-01-03,curtida,Instagram
3043,245316,2024-02-10,comentario,Twitter
3044,177903,2023-02-21,curtida,Twitter
3045,94662,2023-11-27,compartilhamento,Twitter
3046,9702,2023-08-05,curtida,Instagram
3047,27054,2024-04-08,comentario,Instagram
3048,119476,2023-09-23,comentario,Twitter
3049,109319,2023-10-23,compartilhamento,Instagram
3050,77103,2022-07-22,compartilhamento,Twitter
3051,120285,2023-05-10,comentario,Twitter
3052,132024,2023-09-22,compartilhamento,Twitter
3053,271462,2023-06-07,compartilhamento,Facebook
3054,104754,2023-04-10,compartilhamento,Twitter
3055,93804,2023-03-25,compartilhamento,Twitter
3056,201613,2023-04-05,curtida,Instagram
3057,211779,2023-05-13,curtida,Twitter
3058,133038,2024-05-02,curtida,Instagram
3059,254772,2024-02-12,curtida,Twitter
3060,78072,2022-02-05,compartilhamento,Twitter
3061,247203,2023-02-05,curtida,Twitter
3062,123928,2023-07-01,comentario,Facebook
3063,281800,2022-11-27,comentario,Instagram
3064,211818,2024-05-30,curtida,Facebook
3065,56047,2022-09-10,compartilhamento,Facebook
3066,14808,2024-03-08,curtida,Twitter
3067,284563,2024-05-31,compartilhamento,Facebook
3068,252868,2024-05-30,comentario,Instagram
3069,232757,2023-11-29,comentario,Facebook
3070,137535,2023-08-27,compartilhamento,Instagram
3071,105385,2024-05-03,compartilhamento,Twitter
3072,53938,2023-02-23,compartilhamento,Twitter
3073,73779,2024-06-14,compartilhamento,Facebook
3074,62259,2022-09-22,curtida,Instagram
3075,166353,2023-08-10,compartilhamento,Twitter
3076,198316,2023-11-11,comentario,Facebook
3077,89057,2024-04-08,comentario,Twitter
3078,162690,2022-10-22,curtida,Instagram
3079,25280,2021-07-17,comentario,Instagram
3080,75607,2023-07-22,curtida,Facebook
3081,214709,2021-08-12,curtida,Instagram
3082,177751,2022-09-30,comentario,Facebook
3083,240116,2023-11-22,curtida,Instagram
3084,20759,2024-01-12,curtida,Instagram
3085,152532,2024-02-08,comentario,Twitter
3086,138931,2024-06-16,comentario,Twitter
3087,151647,2024-05-16,curtida,Facebook
3088,10177,2024-04-12,comentario,Facebook
3089,288989,2024-05-01,compartilhamento,Twitter
3090,24082,2023-01-11,compartilhamento,Twitter
3091,245256,2024-02-07,curtida,Facebook
3092,293178,2024-06-16,compartilhamento,Instagram
3093,211245,2023-03-04,curtida,Twitter
3094,288404,2023-08-10,compartilhamento,Instagram
3095,71142,2023-08-01,curtida,Twitter
3096,180809,2022-09-21,comentario,Instagram
3097,240726,2024-02-13,compartilhamento,Twitter
3098,118030,2024-03-06,curtida,Facebook
3099,140365,2023-07-18,compartilhamento,Facebook
3100,133445,2023-11-01,compartilhamento,Twitter
3101,275819,2023-10-04,compartilhamento,Facebook
3102,29768,2023-02-21,compartilhamento,Instagram
3103,299097,2024-05-27,comentario,Instagram
3104,161381,2023-04-14,curtida,Facebook
3105,176791,2023-02-13,compartilhamento,Instagram
3106,81584,2024-01-05,comentario,Twitter
3107,221518,2022-09-23,compartilhamento,Facebook
3108,141269,2023-12-06,compartilhamento,Instagram
3109,245538,2023-03-11,curtida,Instagram
3110,206745,2024-06-05,comentario,Instagram
3111,37764,2023-08-07,compartilhamento,Instagram
3112,281870,2023-03-10,comentario,Twitter
3113,272199,2023-09-23,compartilhamento,Instagram
3114,292780,2023-01-10,curtida,Instagram
3115,78746,2024-01-16,compartilhamento,Twitter
3116,8400,2023-08-23,comentario,Twitter
3117,124637,2024-03-08,comentario,Facebook
3118,222393,2022-10-17,curtida,Instagram
3119,86044,2021-09-15,compartilhamento,Twitter
3120,116068,2024-04-25,curtida,Facebook
3121,101511,2022-04-28,comentario,Instagram
3122,101206,2023-04-08,compartilhamento,Twitter
3123,247418,2024-04-23,compartilhamento,Twitter
3124,12001,2024-02-20,curtida,Twitter
3125,156695,2024-05-13,curtida,Instagram
3126,189054,2022-01-29,comentario,Twitter
3127,230958,2024-04-07,comentario,Twitter
3128,232649,2024-04-17,curtida,Facebook
3129,88930,2023-12-01,curtida,Instagram
3130,182212,2023-09-17,comentario,Twitter
3131,194129,2023-01-05,curtida,Twitter
3132,75850,2024-05-08,curtida,Facebook
3133,19162,2023-03-08,comentario,Facebook
3134,291804,2023-05-30,comentario,Instagram
3135,52404,2023-08-13,curtida,Instagram
3136,67377,2023-06-02,comentario,Instagram
3137,168102,2021-12-06,curtida,Twitter
3138,34904,2024-05-20,comentario,Facebook
3139,179373,2022-03-21,comentario,Facebook
3140,35981,2023-09-28,comentario,Facebook
3141,175449,2024-05-18,curtida,Twitter
3142,199577,2024-06-02,compartilhamento,Twitter
3143,195033,2021-12-17,curtida,Instagram
3144,230802,2022-11-01,comentario,Instagram
3145,155976,2024-02-16,curtida,Twitter
3146,8176,2023-05-09,compartilhamento,Facebook
3147,244295,2023-07-06,compartilhamento,Instagram
3148,174925,2023-08-17,comentario,Facebook
3149,254960,2023-07-09,compartilhamento,Twitter
3150,249466,2024-04-22,compartilhamento,Twitter
3151,267136,2023-02-06,compartilhamento,Instagram
3152,5985,2023-03-12,compartilhamento,Instagram
3153,97251,2024-06-06,comentario,Instagram
3154,277234,2023-12-18,compartilhamento,Twitter
3155,191491,2022-07-10,curtida,Twitter
3156,269489,2022-06-12,compartilhamento,Instagram
3157,70527,2022-12-11,compartilhamento,Facebook
3158,80940,2023-12-19,compartilhamento,Facebook
3159,216491,2023-09-30,comentario,Instagram
3160,33872,2024-06-12,curtida,Facebook
3161,67612,2024-01-09,comentario,Facebook
3162,27710,2024-03-03,comentario,Instagram
3163,159782,2024-03-17,compartilhamento,Facebook
3164,204830,2024-02-08,compartilhamento,Facebook
3165,169524,2023-08-07,compartilhamento,Instagram
3166,247710,2022-04-14,comentario,Twitter
3167,111698,2023-07-24,compartilhamento,Instagram
3168,65743,2023-05-18,comentario,Twitter
3169,13295,2022-09-27,compartilhamento,Facebook
3170,748,2024-06-03,comentario,Twitter
3171,186270,2023-12-26,compartilhamento,Facebook
3172,198004,2022-09-09,compartilhamento,Instagram
3173,25172,2023-11-14,curtida,Twitter
3174,41385,2024-02-09,curtida,Instagram
3175,39282,2022-08-24,compartilhamento,Instagram
3176,173602,2024-06-04,curtida,Instagram
3177,287866,2022-07-26,comentario,Facebook
3178,233540,2023-09-14,curtida,Facebook
3179,201193,2023-02-23,comentario,Instagram
3180,100532,2024-06-12,curtida,Twitter
3181,105407,2023-12-09,comentario,Facebook
3182,163430,2023-04-11,compartilhamento,Facebook
3183,202617,2024-02-19,curtida,Facebook
3184,272935,2022-03-23,comentario,Instagram
3185,163821,2023-08-21,curtida,Instagram
3186,19095,2023-12-22,comentario,Twitter
3187,119219,2023-01-28,compartilhamento,Instagram
3188,224673,2024-05-26,curtida,Facebook
3189,291058,2024-05-02,compartilhamento,Instagram
3190,133271,2024-02-24,comentario,Facebook
3191,228277,2022-11-28,compartilhamento,Twitter
3192,247248,2023-11-11,curtida,Instagram
3193,288319,2024-04-12,compartilhamento,Facebook
3194,203539,2023-11-23,curtida,Twitter
3195,243701,2024-05-20,compartilhamento,Twitter
3196,219720,2024-03-24,comentario,Twitter
3197,266767,2024-04-10,curtida,Facebook
3198,90069,2022-01-20,compartilhamento,Facebook
3199,93201,2024-05-23,comentario,Instagram
3200,33235,2024-05-09,comentario,Instagram
3201,41427,2024-04-19,curtida,Facebook
3202,47492,2023-08-30,compartilhamento,Twitter
3203,138515,2024-06-08,comentario,Facebook
3204,292636,2023-06-20,compartilhamento,Facebook
3205,28335,2024-06-11,curtida,Twitter
3206,268217,2023-05-29,compartilhamento,Instagram
3207,263225,2023-08-21,curtida,Twitter
3208,267806,2024-03-02,curtida,Instagram
3209,70352,2024-03-15,curtida,Instagram
3210,92776,2023-10-08,comentario,Facebook
3211,152986,2022-07-21,compartilhamento,Twitter
3212,164161,2024-01-03,compartilhamento,Twitter
3213,227018,2023-12-04,curtida,Facebook
3214,169711,2024-05-14,curtida,Facebook
3215,151627,2023-03-08,comentario,Facebook
3216,103851,2023-11-20,curtida,Twitter
3217,96253,2024-03-17,comentario,Instagram
3218,88468,2023-11-10,comentario,Facebook
3219,198806,2023-02-11,comentario,Instagram
3220,233916,2023-09-26,compartilhamento,Twitter
3221,134809,2024-03-01,comentario,Facebook
3222,167981,2024-05-17,curtida,Instagram
3223,241268,2024-04-18,curtida,Facebook
3224,149727,2022-05-20,compartilhamento,Facebook
3225,105814,2024-03-02,comentario,Instagram
3226,10214,2024-01-30,comentario,Facebook
3227,181008,2023-05-05,compartilhamento,Instagram
3228,244373,2023-12-14,comentario,Facebook
3229,237661,2023-09-06,curtida,Twitter
3230,58732,2022-12-30,comentario,Twitter
3231,21706,2023-11-09,compartilhamento,Twitter
3232,129743,2023-03-25,compartilhamento,Facebook
3233,232589,2023-06-29,comentario,Facebook
3234,40258,2023-11-20,compartilhamento,Facebook
3235,19726,2022-10-01,curtida,Facebook
3236,125489,2024-03-25,curtida,Twitter
3237,176035,2023-04-13,compartilhamento,Facebook
3238,243420,2023-08-11,compartilhamento,Twitter
3239,162603,2024-05-31,compartilhamento,Twitter
3240,187533,2024-06-12,curtida,Instagram
3241,69654,2022-07-10,curtida,Facebook
3242,128277,2023-03-24,curtida,Facebook
3243,207251,2022-06-27,compartilhamento,Twitter
3244,270442,2022-10-06,comentario,Twitter
