ID_Loja,Nome_Loja,Cidade,Pais,Regiao
1204,Loja 1204,Argel,Espanha,Outros
1205,Loja 1205,Paris,Japão,Outros
1206,Loja 1206,Kuala Lumpur,Índia,Outros
1207,Loja 1207,Bagdá,Coreia do Sul,Outros
1208,Loja 1208,Amã,Coreia do Sul,Outros
1209,Loja 1209,Lagos,Rússia,Outros
1210,Loja 1210,Santiago,Turquia,Outros
1211,Loja 1211,Hanói,Reino Unido,Outros
1212,Loja 1212,Riyadh,Espanha,Outros
1213,Loja 1213,Johannesburg,Argentina,Outros
1214,Loja 1214,Katmandu,França,Outros
1215,Loja 1215,Túnis,Espanha,Outros
1216,Loja 1216,Kyoto,Espanha,Outros
1217,Loja 1217,Osaka,Peru,Outros
1218,Loja 1218,Cidade do México,Turquia,Outros
1219,Loja 1219,Nova York,Argentina,Outros
1220,Loja 1220,Bangkok,China,Outros
1221,Loja 1221,Argel,Coreia do Sul,Outros
1222,Loja 1222,Cairo,Canadá,Ontário
1223,Loja 1223,Riyadh,Japão,Outros
1224,Loja 1224,Yangon,Argentina,Outros
1225,Loja 1225,Paris,México,Noroeste
1226,Loja 1226,Pequim,Chile,Outros
1227,Loja 1227,Teerã,Peru,Outros
1228,Loja 1228,Rio de Janeiro,França,Outros
1229,Loja 1229,Abu Dhabi,Índia,Outros
1230,Loja 1230,Beirute,Peru,Outros
1231,Loja 1231,Buenos Aires,França,Outros
1232,Loja 1232,Cabul,Austrália,Outros
1233,Loja 1233,Kinshasa,Portugal,Outros
1234,Loja 1234,Kyoto,Portugal,Outros
1235,Loja 1235,Kuala Lumpur,Espanha,Outros
1236,Loja 1236,Riyadh,Turquia,Outros
1237,Loja 1237,Islamabad,Chile,Outros
1238,Loja 1238,Madri,Espanha,Outros
1239,Loja 1239,Bagdá,Chile,Outros
1240,Loja 1240,Casablanca,Peru,Outros
1241,Loja 1241,Santiago,Alemanha,Outros
1242,Loja 1242,Londres,Rússia,Outros
1243,Loja 1243,Argel,Austrália,Outros
1244,Loja 1244,Kuala Lumpur,Coreia do Sul,Outros
1245,Loja 1245,Nairobi,Coreia do Sul,Outros
1246,Loja 1246,Hong Kong,Turquia,Outros
1247,Loja 1247,Damasco,Índia,Outros
1248,Loja 1248,Lima,Argentina,Outros
1249,Loja 1249,Tóquio,México,Sul
1250,Loja 1250,Islamabad,China,Outros
1251,Loja 1251,Jacarta,Coreia do Sul,Outros
1252,Loja 1252,Kuala Lumpur,China,Outros
1253,Loja 1253,Santiago,Argentina,Outros
1254,Loja 1254,Sydney,Austrália,Outros
1255,Loja 1255,Los Angeles,Canadá,Ontário
1256,Loja 1256,Abu Dhabi,Índia,Outros
1257,Loja 1257,Kyoto,Alemanha,Outros
1258,Loja 1258,Dhaka,Canadá,Manitoba
1259,Loja 1259,Madri,Itália,Outros
1260,Loja 1260,Amã,Japão,Outros
1261,Loja 1261,Osaka,Itália,Outros
1262,Loja 1262,Osaka,Índia,Outros
1263,Loja 1263,Doha,Japão,Outros
1264,Loja 1264,Argel,Itália,Outros
1265,Loja 1265,Johannesburg,México,Sudeste
1266,Loja 1266,Rio de Janeiro,Brasil,Sul
1267,Loja 1267,Nairobi,Estados Unidos,Noroeste do Pacífico
1268,Loja 1268,Kyoto,Reino Unido,Outros
1269,Loja 1269,Teerã,Peru,Outros
1270,Loja 1270,Amã,Índia,Outros
1271,Loja 1271,Los Angeles,México,Sul
1272,Loja 1272,Teerã,Canadá,Alberta
1273,Loja 1273,Roma,Reino Unido,Outros
1274,Loja 1274,Hong Kong,Canadá,Colúmbia Britânica
1275,Loja 1275,Rio de Janeiro,México,Noroeste
1276,Loja 1276,Doha,México,Sul
1277,Loja 1277,Dhaka,Brasil,Nordeste
1278,Loja 1278,Taipei,Argentina,Outros
1279,Loja 1279,Lagos,Turquia,Outros
1280,Loja 1280,Riyadh,Argentina,Outros
1281,Loja 1281,São Paulo,França,Outros
1282,Loja 1282,Islamabad,Coreia do Sul,Outros
1283,Loja 1283,Cairo,Japão,Outros
1284,Loja 1284,Madri,Portugal,Outros
1285,Loja 1285,Jacarta,China,Outros
1286,Loja 1286,Trípoli,França,Outros
1287,Loja 1287,Katmandu,China,Outros
1288,Loja 1288,Nairobi,Índia,Outros
1289,Loja 1289,Amã,Chile,Outros
1290,Loja 1290,São Paulo,França,Outros
1291,Loja 1291,Riyadh,Austrália,Outros
1292,Loja 1292,Jacarta,Rússia,Outros
1293,Loja 1293,Dakar,Reino Unido,Outros
1294,Loja 1294,Toronto,Espanha,Outros
1295,Loja 1295,Moscou,Índia,Outros
1296,Loja 1296,Pequim,Coreia do Sul,Outros
1297,Loja 1297,Istambul,Canadá,Manitoba
1298,Loja 1298,Paris,Austrália,Outros
1299,Loja 1299,Seul,Chile,Outros
1300,Loja 1300,Katmandu,Coreia do Sul,Outros
1301,Loja 1301,Kyoto,Japão,Outros
1302,Loja 1302,Rio de Janeiro,Chile,Outros
1303,Loja 1303,Bangkok,Espanha,Outros
1304,Loja 1304,Lima,Canadá,Colúmbia Britânica
1305,Loja 1305,Osaka,Japão,Outros
1306,Loja 1306,Tóquio,Austrália,Outros
1307,Loja 1307,São Paulo,Austrália,Outros
1308,Loja 1308,Jacarta,Portugal,Outros
1309,Loja 1309,Hong Kong,Alemanha,Outros
1310,Loja 1310,Teerã,Peru,Outros
1311,Loja 1311,Los Angeles,Espanha,Outros
1312,Loja 1312,Roma,Espanha,Outros
1313,Loja 1313,Buenos Aires,China,Outros
1314,Loja 1314,Seul,Portugal,Outros
1315,Loja 1315,Cingapura,Japão,Outros
1316,Loja 1316,Bogotá,Reino Unido,Outros
1317,Loja 1317,Moscou,Brasil,Nordeste
1318,Loja 1318,Túnis,Índia,Outros
1319,Loja 1319,Jerusalém,Espanha,Outros
1320,Loja 1320,Lima,Reino Unido,Outros
1321,Loja 1321,Cairo,China,Outros
1322,Loja 1322,Bagdá,Espanha,Outros
1323,Loja 1323,Dhaka,Itália,Outros
1324,Loja 1324,Manila,Turquia,Outros
1325,Loja 1325,Moscou,Turquia,Outros
1326,Loja 1326,Londres,Reino Unido,Outros
1327,Loja 1327,Bagdá,Coreia do Sul,Outros
1328,Loja 1328,Riyadh,Rússia,Outros
1329,Loja 1329,Istambul,Peru,Outros
1330,Loja 1330,Sydney,Coreia do Sul,Outros
1331,Loja 1331,Hong Kong,Reino Unido,Outros
1332,Loja 1332,Seul,Peru,Outros
1333,Loja 1333,Cairo,Itália,Outros
1334,Loja 1334,Tóquio,Espanha,Outros
1335,Loja 1335,Nova York,Turquia,Outros
1336,Loja 1336,Bangkok,Chile,Outros
1337,Loja 1337,Roma,Alemanha,Outros
1338,Loja 1338,Seul,Rússia,Outros
1339,Loja 1339,Kyoto,Chile,Outros
1340,Loja 1340,Dhaka,Peru,Outros
1341,Loja 1341,Lagos,Itália,Outros
1342,Loja 1342,Cairo,França,Outros
1343,Loja 1343,Yangon,Estados Unidos,Nordeste
1344,Loja 1344,Berlim,Índia,Outros
1345,Loja 1345,Dakar,Espanha,Outros
1346,Loja 1346,Paris,Chile,Outros
1347,Loja 1347,Taipei,Brasil,Sudeste
1348,Loja 1348,Dakar,Reino Unido,Outros
1349,Loja 1349,Paris,Austrália,Outros
1350,Loja 1350,Hong Kong,Chile,Outros
1351,Loja 1351,Bangkok,Espanha,Outros
1352,Loja 1352,Hanói,Argentina,Outros
1353,Loja 1353,Tóquio,Turquia,Outros
1354,Loja 1354,Cabul,Chile,Outros
1355,Loja 1355,Islamabad,Chile,Outros
1356,Loja 1356,Yangon,Argentina,Outros
1357,Loja 1357,Rio de Janeiro,Brasil,Nordeste
1358,Loja 1358,Kyoto,Índia,Outros
1359,Loja 1359,Taipei,Rússia,Outros
1360,Loja 1360,Tóquio,Coreia do Sul,Outros
1361,Loja 1361,Casablanca,Itália,Outros
1362,Loja 1362,Doha,Portugal,Outros
1363,Loja 1363,Nairobi,Austrália,Outros
1364,Loja 1364,Argel,México,Noroeste
1365,Loja 1365,Doha,China,Outros
1366,Loja 1366,Argel,Chile,Outros
1367,Loja 1367,Jerusalém,Itália,Outros
1368,Loja 1368,Rio de Janeiro,Coreia do Sul,Outros
1369,Loja 1369,Mumbai,Turquia,Outros
1370,Loja 1370,Johannesburg,Chile,Outros
1371,Loja 1371,Phnom Penh,Espanha,Outros
1372,Loja 1372,Dhaka,Itália,Outros
1373,Loja 1373,Jerusalém,Coreia do Sul,Outros
1374,Loja 1374,Bangkok,Portugal,Outros
1375,Loja 1375,Jacarta,Reino Unido,Outros
1376,Loja 1376,Colombo,Itália,Outros
1377,Loja 1377,Cingapura,Brasil,Norte
1378,Loja 1378,Amã,França,Outros
1379,Loja 1379,Mumbai,Austrália,Outros
1380,Loja 1380,Colombo,Japão,Outros
1381,Loja 1381,Túnis,Rússia,Outros
1382,Loja 1382,Kyoto,Espanha,Outros
1383,Loja 1383,Osaka,Chile,Outros
1384,Loja 1384,Beirute,Índia,Outros
1385,Loja 1385,Doha,Argentina,Outros
1386,Loja 1386,Mumbai,Itália,Outros
1387,Loja 1387,Sydney,Coreia do Sul,Outros
1388,Loja 1388,Jacarta,Chile,Outros
1389,Loja 1389,Berlim,México,Sudeste
1390,Loja 1390,Buenos Aires,Índia,Outros
1391,Loja 1391,Pequim,Austrália,Outros
1392,Loja 1392,Bogotá,Reino Unido,Outros
1393,Loja 1393,Cairo,Índia,Outros
1394,Loja 1394,Los Angeles,México,Sul
1395,Loja 1395,Teerã,Estados Unidos,Nordeste
1396,Loja 1396,Cingapura,Coreia do Sul,Outros
1397,Loja 1397,Bogotá,Reino Unido,Outros
1398,Loja 1398,Doha,Canadá,Colúmbia Britânica
1399,Loja 1399,Roma,Alemanha,Outros
1400,Loja 1400,Lima,Japão,Outros
1401,Loja 1401,Amã,Canadá,Alberta
1402,Loja 1402,Kuala Lumpur,Espanha,Outros
1403,Loja 1403,Tóquio,Estados Unidos,Noroeste do Pacífico
1404,Loja 1404,Paris,Alemanha,Outros
1405,Loja 1405,Damasco,Japão,Outros
1406,Loja 1406,Johannesburg,Coreia do Sul,Outros
1407,Loja 1407,Los Angeles,França,Outros
1408,Loja 1408,Pequim,Coreia do Sul,Outros
1409,Loja 1409,São Paulo,Alemanha,Outros
1410,Loja 1410,Túnis,Canadá,Manitoba
1411,Loja 1411,Trípoli,Argentina,Outros
1412,Loja 1412,Teerã,França,Outros
1413,Loja 1413,Buenos Aires,Rússia,Outros
1414,Loja 1414,Buenos Aires,Argentina,Outros
1415,Loja 1415,Santiago,Reino Unido,Outros
1416,Loja 1416,Cabul,China,Outros
1417,Loja 1417,Kuala Lumpur,Brasil,Sudeste
1418,Loja 1418,Bogotá,Reino Unido,Outros
1419,Loja 1419,Nova Deli,Japão,Outros
1420,Loja 1420,Jacarta,Argentina,Outros
1421,Loja 1421,Kinshasa,Brasil,Sudeste
1422,Loja 1422,Jacarta,Brasil,Sudeste
1423,Loja 1423,Roma,Peru,Outros
1424,Loja 1424,Túnis,Chile,Outros
1425,Loja 1425,Manila,Brasil,Nordeste
1426,Loja 1426,Paris,Coreia do Sul,Outros
1427,Loja 1427,Toronto,Chile,Outros
1428,Loja 1428,Madri,Chile,Outros
1429,Loja 1429,Bagdá,Chile,Outros
1430,Loja 1430,Hong Kong,Turquia,Outros
1431,Loja 1431,Teerã,Índia,Outros
1432,Loja 1432,Hong Kong,Estados Unidos,Noroeste do Pacífico
1433,Loja 1433,Madri,Turquia,Outros
1434,Loja 1434,Amã,Reino Unido,Outros
1435,Loja 1435,Hanói,Portugal,Outros
1436,Loja 1436,Seul,Canadá,Colúmbia Britânica
1437,Loja 1437,Yangon,Reino Unido,Outros
1438,Loja 1438,Berlim,França,Outros
1439,Loja 1439,Lima,Canadá,Manitoba
1440,Loja 1440,Islamabad,Reino Unido,Outros
1441,Loja 1441,Islamabad,Índia,Outros
1442,Loja 1442,Jerusalém,Turquia,Outros
1443,Loja 1443,Santiago,Chile,Outros
1444,Loja 1444,Madri,Rússia,Outros
1445,Loja 1445,Tóquio,Itália,Outros
1446,Loja 1446,Londres,Coreia do Sul,Outros
1447,Loja 1447,Amã,México,Centro
1448,Loja 1448,Seul,Argentina,Outros
1449,Loja 1449,Jacarta,China,Outros
1450,Loja 1450,Paris,Turquia,Outros
1451,Loja 1451,Colombo,Japão,Outros
1452,Loja 1452,Islamabad,Peru,Outros
1453,Loja 1453,Trípoli,Chile,Outros
1454,Loja 1454,Lagos,Turquia,Outros
1455,Loja 1455,Katmandu,Peru,Outros
1456,Loja 1456,Riyadh,Itália,Outros
1457,Loja 1457,Tóquio,Japão,Outros
1458,Loja 1458,Rio de Janeiro,Austrália,Outros
1459,Loja 1459,Cabul,Itália,Outros
1460,Loja 1460,Kinshasa,França,Outros
1461,Loja 1461,Johannesburg,Argentina,Outros
1462,Loja 1462,Seul,Itália,Outros
1463,Loja 1463,Buenos Aires,Reino Unido,Outros
1464,Loja 1464,Paris,França,Outros
1465,Loja 1465,Sydney,Itália,Outros
1466,Loja 1466,Amã,Peru,Outros
1467,Loja 1467,Los Angeles,Portugal,Outros
1468,Loja 1468,Bangkok,Coreia do Sul,Outros
1469,Loja 1469,Tóquio,Austrália,Outros
1470,Loja 1470,Paris,Canadá,Alberta
1471,Loja 1471,Tóquio,México,Sudeste
1472,Loja 1472,Manila,Espanha,Outros
1473,Loja 1473,Phnom Penh,Japão,Outros
1474,Loja 1474,Casablanca,Brasil,Nordeste
1475,Loja 1475,Nova York,Japão,Outros
1476,Loja 1476,Colombo,Portugal,Outros
1477,Loja 1477,Tóquio,Turquia,Outros
1478,Loja 1478,Argel,México,Sudeste
1479,Loja 1479,Hong Kong,Canadá,Manitoba
1480,Loja 1480,Lagos,Peru,Outros
1481,Loja 1481,Dhaka,Canadá,Colúmbia Britânica
1482,Loja 1482,Teerã,Reino Unido,Outros
1483,Loja 1483,Riyadh,Peru,Outros
1484,Loja 1484,Doha,Alemanha,Outros
1485,Loja 1485,Moscou,Chile,Outros
1486,Loja 1486,Nova Deli,Itália,Outros
1487,Loja 1487,Moscou,China,Outros
1488,Loja 1488,Cairo,Estados Unidos,Sul
1489,Loja 1489,Berlim,França,Outros
1490,Loja 1490,Nairobi,Estados Unidos,Sul
1491,Loja 1491,Doha,Estados Unidos,Sul
1492,Loja 1492,Islamabad,Canadá,Colúmbia Britânica
1493,Loja 1493,Phnom Penh,Japão,Outros
1494,Loja 1494,Taipei,Itália,Outros
1495,Loja 1495,Pequim,Argentina,Outros
1496,Loja 1496,Lagos,Espanha,Outros
1497,Loja 1497,Abu Dhabi,Portugal,Outros
1498,Loja 1498,Istambul,Brasil,Nordeste
1499,Loja 1499,Paris,Turquia,Outros
1500,Loja 1500,Cidade do México,Índia,Outros
1501,Loja 1501,Osaka,Argentina,Outros
1502,Loja 1502,Dakar,Estados Unidos,Sul
1503,Loja 1503,Phnom Penh,Reino Unido,Outros
1504,Loja 1504,Yangon,Estados Unidos,Oeste
1505,Loja 1505,Damasco,Coreia do Sul,Outros
1506,Loja 1506,Dhaka,Argentina,Outros
1507,Loja 1507,Phnom Penh,Estados Unidos,Noroeste do Pacífico
1508,Loja 1508,Túnis,Portugal,Outros
1509,Loja 1509,Argel,Reino Unido,Outros
1510,Loja 1510,Cabul,Argentina,Outros
1511,Loja 1511,Damasco,China,Outros
1512,Loja 1512,Doha,Turquia,Outros
1513,Loja 1513,Taipei,Argentina,Outros
1514,Loja 1514,Cairo,Índia,Outros
1515,Loja 1515,Argel,Alemanha,Outros
1516,Loja 1516,Hanói,Chile,Outros
1517,Loja 1517,Bangkok,França,Outros
1518,Loja 1518,Casablanca,Austrália,Outros
1519,Loja 1519,Bagdá,Turquia,Outros
1520,Loja 1520,Santiago,Reino Unido,Outros
1521,Loja 1521,Nairobi,Brasil,Centro-Oeste
1522,Loja 1522,Trípoli,Portugal,Outros
1523,Loja 1523,Beirute,Peru,Outros
1524,Loja 1524,Amã,Coreia do Sul,Outros
1525,Loja 1525,Nairobi,Portugal,Outros
1526,Loja 1526,Katmandu,Coreia do Sul,Outros
1527,Loja 1527,Mumbai,Coreia do Sul,Outros
1528,Loja 1528,Paris,Espanha,Outros
1529,Loja 1529,Islamabad,Alemanha,Outros
1530,Loja 1530,Johannesburg,França,Outros
1531,Loja 1531,Argel,Canadá,Colúmbia Britânica
1532,Loja 1532,Túnis,Estados Unidos,Noroeste do Pacífico
1533,Loja 1533,Cingapura,Turquia,Outros
1534,Loja 1534,Toronto,China,Outros
1535,Loja 1535,Nova York,Canadá,Manitoba
1536,Loja 1536,São Paulo,Austrália,Outros
1537,Loja 1537,Buenos Aires,Coreia do Sul,Outros
1538,Loja 1538,Rio de Janeiro,Peru,Outros
1539,Loja 1539,Nairobi,Reino Unido,Outros
1540,Loja 1540,Nova York,Brasil,Centro-Oeste
1541,Loja 1541,Istambul,México,Sudeste
1542,Loja 1542,Lima,Espanha,Outros
1543,Loja 1543,Damasco,Canadá,Alberta
1544,Loja 1544,Cingapura,Argentina,Outros
1545,Loja 1545,Argel,Reino Unido,Outros
1546,Loja 1546,Kinshasa,Canadá,Ontário
1547,Loja 1547,Jerusalém,China,Outros
1548,Loja 1548,Roma,Brasil,Sudeste
1549,Loja 1549,Abu Dhabi,Argentina,Outros
1550,Loja 1550,Johannesburg,Japão,Outros
1551,Loja 1551,Paris,Portugal,Outros
1552,Loja 1552,Colombo,Rússia,Outros
1553,Loja 1553,Paris,Canadá,Ontário
1554,Loja 1554,Phnom Penh,Chile,Outros
1555,Loja 1555,Paris,Espanha,Outros
1556,Loja 1556,Johannesburg,Brasil,Norte
1557,Loja 1557,Cidade do México,Alemanha,Outros
1558,Loja 1558,Trípoli,Alemanha,Outros
1559,Loja 1559,Amã,Estados Unidos,Sul
1560,Loja 1560,Jacarta,Índia,Outros
1561,Loja 1561,Santiago,Turquia,Outros
1562,Loja 1562,Cairo,Austrália,Outros
1563,Loja 1563,Johannesburg,Canadá,Quebec
1564,Loja 1564,Nova York,Alemanha,Outros
1565,Loja 1565,Riyadh,Alemanha,Outros
1566,Loja 1566,Dakar,Coreia do Sul,Outros
1567,Loja 1567,Yangon,Turquia,Outros
1568,Loja 1568,Katmandu,Peru,Outros
1569,Loja 1569,Tóquio,México,Sul
1570,Loja 1570,Jacarta,Chile,Outros
1571,Loja 1571,Cairo,Austrália,Outros
1572,Loja 1572,Túnis,Coreia do Sul,Outros
1573,Loja 1573,Lagos,Chile,Outros
1574,Loja 1574,Rio de Janeiro,França,Outros
1575,Loja 1575,Beirute,Itália,Outros
1576,Loja 1576,Islamabad,Peru,Outros
1577,Loja 1577,Dakar,Índia,Outros
1578,Loja 1578,Dubai,Chile,Outros
1579,Loja 1579,Bangkok,Peru,Outros
1580,Loja 1580,Santiago,Chile,Outros
1581,Loja 1581,Casablanca,Japão,Outros
1582,Loja 1582,Islamabad,Chile,Outros
1583,Loja 1583,Taipei,Argentina,Outros
1584,Loja 1584,Madri,Itália,Outros
1585,Loja 1585,Berlim,Chile,Outros
1586,Loja 1586,Kuala Lumpur,Reino Unido,Outros
1587,Loja 1587,Sydney,Canadá,Ontário
1588,Loja 1588,Bangkok,Reino Unido,Outros
1589,Loja 1589,Jerusalém,Índia,Outros
1590,Loja 1590,Nairobi,Reino Unido,Outros
1591,Loja 1591,Cairo,Rússia,Outros
1592,Loja 1592,Berlim,Canadá,Manitoba
1593,Loja 1593,Seul,Austrália,Outros
1594,Loja 1594,Teerã,Canadá,Ontário
1595,Loja 1595,Istambul,Espanha,Outros
1596,Loja 1596,Cingapura,Japão,Outros
1597,Loja 1597,Cairo,Alemanha,Outros
1598,Loja 1598,Nova York,Rússia,Outros
1599,Loja 1599,Argel,Estados Unidos,Sul
1600,Loja 1600,Tóquio,Portugal,Outros
1601,Loja 1601,Seul,Itália,Outros
1602,Loja 1602,Casablanca,Japão,Outros
1603,Loja 1603,Teerã,México,Sul
1604,Loja 1604,Amã,Coreia do Sul,Outros
1605,Loja 1605,Madri,França,Outros
1606,Loja 1606,Los Angeles,Estados Unidos,Noroeste do Pacífico
1607,Loja 1607,Pequim,Turquia,Outros
1608,Loja 1608,Los Angeles,Turquia,Outros
1609,Loja 1609,Casablanca,México,Centro
1610,Loja 1610,Riyadh,Espanha,Outros
1611,Loja 1611,Manila,China,Outros
1612,Loja 1612,Seul,Espanha,Outros
1613,Loja 1613,Rio de Janeiro,Rússia,Outros
1614,Loja 1614,Bogotá,Brasil,Nordeste
1615,Loja 1615,Taipei,Canadá,Quebec
1616,Loja 1616,Dhaka,Coreia do Sul,Outros
1617,Loja 1617,Kuala Lumpur,França,Outros
1618,Loja 1618,Tóquio,Estados Unidos,Oeste
1619,Loja 1619,Lagos,Espanha,Outros
1620,Loja 1620,Santiago,Japão,Outros
1621,Loja 1621,Kinshasa,México,Sudeste
1622,Loja 1622,Seul,Japão,Outros
1623,Loja 1623,Lagos,México,Sudeste
1624,Loja 1624,Phnom Penh,Peru,Outros
1625,Loja 1625,Tóquio,Estados Unidos,Sul
1626,Loja 1626,Seul,Peru,Outros
1627,Loja 1627,Istambul,Coreia do Sul,Outros
1628,Loja 1628,Dubai,China,Outros
1629,Loja 1629,Pequim,México,Sudeste
1630,Loja 1630,Phnom Penh,Brasil,Norte
1631,Loja 1631,Argel,Peru,Outros
1632,Loja 1632,Damasco,Reino Unido,Outros
1633,Loja 1633,Teerã,Coreia do Sul,Outros
1634,Loja 1634,Istambul,Peru,Outros
1635,Loja 1635,Berlim,Portugal,Outros
1636,Loja 1636,Kyoto,França,Outros
1637,Loja 1637,Damasco,China,Outros
1638,Loja 1638,Teerã,Austrália,Outros
1639,Loja 1639,Seul,Austrália,Outros
1640,Loja 1640,Nova Deli,Chile,Outros
1641,Loja 1641,Bagdá,Portugal,Outros
1642,Loja 1642,Buenos Aires,Rússia,Outros
1643,Loja 1643,Beirute,Japão,Outros
1644,Loja 1644,Yangon,Chile,Outros
1645,Loja 1645,Buenos Aires,Estados Unidos,Meio-Oeste
1646,Loja 1646,Trípoli,Estados Unidos,Sul
1647,Loja 1647,Jerusalém,Peru,Outros
1648,Loja 1648,Lagos,Canadá,Ontário
1649,Loja 1649,Cairo,Turquia,Outros
1650,Loja 1650,Seul,Rússia,Outros
1651,Loja 1651,Seul,Estados Unidos,Oeste
1652,Loja 1652,Kuala Lumpur,Austrália,Outros
1653,Loja 1653,Abu Dhabi,Índia,Outros
1654,Loja 1654,Yangon,Espanha,Outros
1655,Loja 1655,Londres,Austrália,Outros
1656,Loja 1656,Jacarta,Chile,Outros
1657,Loja 1657,Islamabad,China,Outros
1658,Loja 1658,Londres,Coreia do Sul,Outros
1659,Loja 1659,Bogotá,Peru,Outros
1660,Loja 1660,Nairobi,Canadá,Manitoba
1661,Loja 1661,Londres,Alemanha,Outros
1662,Loja 1662,Cingapura,Estados Unidos,Oeste
1663,Loja 1663,Túnis,Alemanha,Outros
1664,Loja 1664,Paris,Brasil,Centro-Oeste
1665,Loja 1665,Argel,Índia,Outros
1666,Loja 1666,Abu Dhabi,Japão,Outros
1667,Loja 1667,Cingapura,Turquia,Outros
1668,Loja 1668,Tóquio,Alemanha,Outros
1669,Loja 1669,Cabul,França,Outros
1670,Loja 1670,Amã,Itália,Outros
1671,Loja 1671,Paris,Espanha,Outros
1672,Loja 1672,Teerã,Reino Unido,Outros
1673,Loja 1673,Nova Deli,Japão,Outros
1674,Loja 1674,Amã,Portugal,Outros
1675,Loja 1675,Damasco,França,Outros
1676,Loja 1676,Berlim,Coreia do Sul,Outros
1677,Loja 1677,Osaka,Peru,Outros
1678,Loja 1678,Paris,Turquia,Outros
1679,Loja 1679,Rio de Janeiro,Reino Unido,Outros
1680,Loja 1680,Bogotá,Canadá,Alberta
1681,Loja 1681,Beirute,Portugal,Outros
1682,Loja 1682,Sydney,Argentina,Outros
1683,Loja 1683,Seul,Japão,Outros
1684,Loja 1684,Doha,Itália,Outros
1685,Loja 1685,Nova York,Japão,Outros
1686,Loja 1686,Dakar,Peru,Outros
1687,Loja 1687,Amã,Alemanha,Outros
1688,Loja 1688,Doha,Coreia do Sul,Outros
1689,Loja 1689,Trípoli,Portugal,Outros
1690,Loja 1690,São Paulo,Reino Unido,Outros
1691,Loja 1691,Trípoli,Austrália,Outros
1692,Loja 1692,Dhaka,Brasil,Nordeste
1693,Loja 1693,Dakar,Chile,Outros
1694,Loja 1694,Manila,Austrália,Outros
1695,Loja 1695,Cairo,Índia,Outros
1696,Loja 1696,Nova Deli,Estados Unidos,Noroeste do Pacífico
1697,Loja 1697,Dhaka,Peru,Outros
1698,Loja 1698,Santiago,França,Outros
1699,Loja 1699,Phnom Penh,México,Centro
1700,Loja 1700,Dubai,Argentina,Outros
1701,Loja 1701,Hong Kong,Turquia,Outros
1702,Loja 1702,Dubai,Turquia,Outros
1703,Loja 1703,Katmandu,Chile,Outros
1704,Loja 1704,Bangkok,Estados Unidos,Oeste
1705,Loja 1705,Bagdá,Brasil,Nordeste
1706,Loja 1706,Buenos Aires,Alemanha,Outros
1707,Loja 1707,Lagos,Japão,Outros
1708,Loja 1708,Kyoto,Chile,Outros
1709,Loja 1709,Jacarta,Chile,Outros
1710,Loja 1710,Madri,Rússia,Outros
1711,Loja 1711,Kuala Lumpur,China,Outros
1712,Loja 1712,Seul,Coreia do Sul,Outros
1713,Loja 1713,Mumbai,Índia,Outros
1714,Loja 1714,Hanói,Itália,Outros
1715,Loja 1715,Roma,Japão,Outros
1716,Loja 1716,Bangkok,Portugal,Outros
1717,Loja 1717,Buenos Aires,China,Outros
1718,Loja 1718,Tóquio,Rússia,Outros
1719,Loja 1719,Sydney,Alemanha,Outros
1720,Loja 1720,Madri,Argentina,Outros
1721,Loja 1721,Doha,Espanha,Outros
1722,Loja 1722,Taipei,Chile,Outros
1723,Loja 1723,Santiago,Espanha,Outros
1724,Loja 1724,Moscou,Coreia do Sul,Outros
1725,Loja 1725,Cabul,México,Sudeste
1726,Loja 1726,Phnom Penh,Argentina,Outros
1727,Loja 1727,Kuala Lumpur,Reino Unido,Outros
1728,Loja 1728,Londres,Japão,Outros
1729,Loja 1729,Hanói,Itália,Outros
1730,Loja 1730,Bogotá,França,Outros
1731,Loja 1731,Túnis,Estados Unidos,Oeste
1732,Loja 1732,Osaka,Espanha,Outros
1733,Loja 1733,Abu Dhabi,Espanha,Outros
1734,Loja 1734,Túnis,Estados Unidos,Nordeste
1735,Loja 1735,Johannesburg,Estados Unidos,Meio-Oeste
1736,Loja 1736,Kyoto,Brasil,Sul
1737,Loja 1737,Cidade do México,Japão,Outros
1738,Loja 1738,Cingapura,Espanha,Outros
1739,Loja 1739,Buenos Aires,México,Norte
1740,Loja 1740,Seul,Brasil,Sul
1741,Loja 1741,Islamabad,Alemanha,Outros
1742,Loja 1742,Osaka,Chile,Outros
1743,Loja 1743,Trípoli,Austrália,Outros
1744,Loja 1744,Teerã,Turquia,Outros
1745,Loja 1745,Hanói,Rússia,Outros
1746,Loja 1746,Teerã,Coreia do Sul,Outros
1747,Loja 1747,Kinshasa,Estados Unidos,Meio-Oeste
1748,Loja 1748,Taipei,Turquia,Outros
1749,Loja 1749,Lima,Portugal,Outros
1750,Loja 1750,Jacarta,Brasil,Nordeste
1751,Loja 1751,Hong Kong,Japão,Outros
1752,Loja 1752,Londres,Índia,Outros
1753,Loja 1753,Sydney,Espanha,Outros
1754,Loja 1754,São Paulo,Peru,Outros
1755,Loja 1755,Cairo,Itália,Outros
1756,Loja 1756,Pequim,Chile,Outros
1757,Loja 1757,Doha,Portugal,Outros
1758,Loja 1758,Tóquio,Rússia,Outros
1759,Loja 1759,Cairo,Austrália,Outros
1760,Loja 1760,Trípoli,Estados Unidos,Meio-Oeste
1761,Loja 1761,Bagdá,Austrália,Outros
1762,Loja 1762,Katmandu,Rússia,Outros
